x1_thermal,y1_thermal,x2_thermal,y2_thermal,x3_thermal,y3_thermal,x4_thermal,y4_thermal,x1_webcam,y1_webcam,x2_webcam,y2_webcam,x3_webcam,y3_webcam,x4_webcam,y4_webcam
21.3,48.7,94.7,48.2,34,102.3,82.5,101.4,102,186,400,177,146,408,349,407
